,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Net,Status
1498,Color,Ridley Scott,147.0,117.0,0.0,567.0,Albert Finney,883.0,7458269.0,Comedy|Drama|Romance,Archie Panjabi,A Good Year ,70698,3611,Richard Coyle,1.0,based on novel|inheritance|provence|uncle|wine,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,196.0,English,USA,PG-13,35000000.0,2006.0,883.0,6.9,2.35,9000,-27541731.0,Negative
1514,Color,Darren Aronofsky,274.0,96.0,0.0,1000.0,Ellen Burstyn,20000.0,10139254.0,Drama|Sci-Fi,Hugh Jackman,The Fountain ,190990,24640,Mark Margolis,0.0,eternity|love|mayan|tree|tree of life,http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1,915.0,English,USA,PG-13,35000000.0,2006.0,1000.0,7.3,1.85,23000,-24860746.0,Negative
1530,Color,David R. Ellis,285.0,105.0,160.0,491.0,Kenan Thompson,852.0,34014398.0,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,Snakes on a Plane ,115649,2604,Rachel Blanchard,0.0,baby rattle|famous line|murder|passenger|snake,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,1033.0,English,Germany,R,33000000.0,2006.0,521.0,5.6,2.35,4000,1014398.0,Positive
1544,Color,Jared Hess,163.0,92.0,100.0,327.0,Moises Arias,678.0,80197993.0,Comedy|Family|Sport,Ana de la Reguera,Nacho Libre ,65551,1729,Héctor Jiménez,1.0,lucha libre|monastery|nun|orphan|wrestling,http://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1,441.0,English,Germany,PG,32000000.0,2006.0,635.0,5.7,1.85,0,48197993.0,Positive
1569, Black and White,Steven Soderbergh,183.0,105.0,0.0,308.0,Beau Bridges,845.0,1304837.0,Drama|Mystery|Thriller,Tony Curran,The Good German ,21481,2355,Leland Orser,2.0,american|driver|journalist|russian|secret,http://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1,175.0,English,USA,R,32000000.0,2006.0,552.0,6.1,1.66,559,-30695163.0,Negative
1651,Color,Marc Forster,253.0,113.0,395.0,77.0,Christian Stolte,8000.0,40137776.0,Comedy|Drama|Fantasy|Romance,Will Ferrell,Stranger Than Fiction ,186977,8362,Danny Rhodes,1.0,author|fate|novelist|professor|writer,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,529.0,English,USA,PG-13,38000000.0,2006.0,189.0,7.6,1.85,13000,2137776.0,Positive
1663,Color,Liz Friedlander,101.0,118.0,3.0,439.0,Yaya DaCosta,1000.0,34703228.0,Drama|Music,Alfre Woodard,Take the Lead ,21767,3797,Jasika Nicole,0.0,ballroom|dance|dance teacher|student|teacher,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,127.0,English,USA,PG-13,30000000.0,2006.0,712.0,6.7,1.85,0,4703228.0,Positive
1665,Color,Phil Joanou,85.0,125.0,21.0,581.0,Jurnee Smollett-Bell,12000.0,38432823.0,Crime|Drama|Sport,Dwayne Johnson,Gridiron Gang ,33067,15811,Kevin Dunn,1.0,alliterative title|football|football coach|football practice|football team,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,134.0,English,USA,PG-13,30000000.0,2006.0,2000.0,6.9,2.35,0,8432823.0,Positive
1676,Color,Ivan Reitman,147.0,95.0,425.0,560.0,Eddie Izzard,973.0,22526144.0,Comedy|Romance|Sci-Fi,Rainn Wilson,My Super Ex-Girlfriend ,53884,2737,Wanda Sykes,1.0,architect|boyfriend girlfriend relationship|superhero|superhero spoof|supernatural power,http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,203.0,English,USA,PG-13,30000000.0,2006.0,776.0,5.1,2.35,1000,-7473856.0,Negative
1683,Color,Kurt Wimmer,158.0,94.0,110.0,277.0,Cameron Bright,14000.0,18500966.0,Action|Horror|Sci-Fi|Thriller,Milla Jovovich,Ultraviolet ,70341,15271,Nick Chinlund,1.0,boy|disease|hemophagia|speed|vampire,http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,830.0,English,USA,PG-13,30000000.0,2006.0,829.0,4.4,1.85,0,-11499034.0,Negative
1719,Color,Chris Noonan,124.0,88.0,108.0,135.0,Bill Paterson,876.0,2975649.0,Biography|Drama|Romance,Emily Watson,Miss Potter ,23864,1518,Lucy Boynton,1.0,book|children|friend|illustrator|letter,http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,142.0,English,UK,PG,30000000.0,2006.0,142.0,7.0,2.35,0,-27024351.0,Negative
1721,Color,Corey Yuen,110.0,87.0,23.0,748.0,Holly Valance,826.0,480314.0,Action|Adventure,Steve Howey,DOA: Dead or Alive ,38503,4473,Sarah Carter,4.0,female fighter|island|martial arts|parachute|tournament,http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,180.0,English,USA,PG-13,21000000.0,2006.0,816.0,4.8,2.35,0,-20519686.0,Negative
1783,Color,Donald Petrie,98.0,103.0,80.0,585.0,Carlos Ponce,806.0,17324744.0,Comedy|Fantasy|Romance,Samaire Armstrong,Just My Luck ,44103,3211,Faizon Love,3.0,bad luck|band|kiss|luck|masquerade,http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,149.0,English,USA,PG-13,28000000.0,2006.0,591.0,5.3,1.85,0,-10675256.0,Negative
1800,Color,Richard Eyre,220.0,92.0,14.0,78.0,Andrew Simpson,386.0,17508670.0,Crime|Drama|Romance|Thriller,Phil Davis,Notes on a Scandal ,64625,646,Shaun Parkes,0.0,age difference|school|student|teacher|writing,http://www.imdb.com/title/tt0465551/?ref_=fn_tt_tt_1,281.0,English,UK,R,15000000.0,2006.0,99.0,7.4,1.85,0,2508670.0,Positive
1812,Color,Paul McGuigan,202.0,110.0,118.0,1000.0,Morgan Freeman,13000.0,22494487.0,Crime|Drama|Mystery|Thriller,Bruce Willis,Lucky Number Slevin ,262153,26451,Dorian Missick,3.0,coroner|death|gay son|love|mistaken identity,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507.0,English,Germany,R,27000000.0,2006.0,11000.0,7.8,2.35,10000,-4505513.0,Negative
1895,Color,James Wong,216.0,86.0,70.0,318.0,Gina Holden,440.0,54098051.0,Horror,Chelan Simmons,Final Destination 3 ,102861,2420,Crystal Lowe,0.0,amusement park|death|fate|premonition|roller coaster,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,571.0,English,Germany,R,25000000.0,2006.0,346.0,5.8,2.35,0,29098051.0,Positive
1926,Color,Andy Fickman,91.0,105.0,99.0,960.0,Alexandra Breckenridge,17000.0,33687630.0,Comedy|Romance,Channing Tatum,She's the Man ,116762,20109,Laura Ramsey,0.0,disguise|roommate|school|soccer|twin,http://www.imdb.com/title/tt0454945/?ref_=fn_tt_tt_1,261.0,English,USA,PG-13,20000000.0,2006.0,1000.0,6.4,1.85,0,13687630.0,Positive
1955,Color,Paul Feig,73.0,90.0,176.0,825.0,Rob Riggle,931.0,16647384.0,Adventure|Comedy|Family|Romance,Tyler James Williams,Unaccompanied Minors ,8398,4431,B.J. Novak,1.0,airport|black comedy|blizzard|christmas|pennsylvania,http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,56.0,English,USA,PG,26000000.0,2006.0,839.0,5.1,2.35,498,-9352616.0,Negative
1987,Color,Lasse Hallström,142.0,116.0,529.0,174.0,Christopher Evan Welch,442.0,7156933.0,Comedy|Drama,Hope Davis,The Hoax ,14581,1134,James Biberi,0.0,book|fabrication|fake|hoax|manuscript,http://www.imdb.com/title/tt0462338/?ref_=fn_tt_tt_1,74.0,English,USA,R,25000000.0,2006.0,252.0,6.7,1.85,348,-17843067.0,Negative
1994,Color,David R. Ellis,285.0,105.0,160.0,490.0,Kenan Thompson,852.0,34014398.0,Action|Adventure|Crime|Drama|Thriller,Lin Shaye,Snakes on a Plane ,115650,2603,Rachel Blanchard,0.0,baby rattle|famous line|murder|passenger|snake,http://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,1033.0,English,Germany,R,33000000.0,2006.0,521.0,5.6,2.35,4000,1014398.0,Positive
2019,Color,Sylvester Stallone,285.0,139.0,13000.0,461.0,Burt Young,13000.0,70269171.0,Drama|Sport,Sylvester Stallone,Rocky Balboa ,162130,15111,Mike Tyson,0.0,boxing|fight|heavyweight champion|restaurant|retired boxer,http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1,962.0,English,USA,PG,24000000.0,2006.0,683.0,7.2,1.85,0,46269171.0,Positive
2118,Color,Paul Verhoeven,231.0,145.0,719.0,104.0,Sebastian Koch,2000.0,4398392.0,Drama|Thriller|War,Michiel Huisman,Black Book ,59507,2590,Christian Berkel,1.0,boat|escape|hiding|nazi|resistance,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,232.0,Dutch,Netherlands,R,21000000.0,2006.0,380.0,7.8,2.35,0,-16601608.0,Negative
2155,Color,Jim Sonzero,148.0,90.0,2.0,807.0,Christina Milian,16000.0,20259297.0,Drama|Horror|Sci-Fi|Thriller,Ian Somerhalder,Pulse ,24969,19952,Rick Gonzalez,0.0,cell phone|computer|computer hacker|e mail|technology,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1,258.0,English,USA,PG-13,20000000.0,2006.0,1000.0,4.7,2.35,0,259297.0,Positive
2182,Color,Aaron Seltzer,99.0,85.0,64.0,729.0,Carmen Electra,3000.0,48546578.0,Comedy|Romance,Alyson Hannigan,Date Movie ,50415,6539,Fred Willard,0.0,female protagonist|greek|overweight|spoof|wedding planner,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,613.0,English,USA,PG-13,20000000.0,2006.0,869.0,2.7,1.85,806,28546578.0,Positive
2196,Color,Takashi Shimizu,131.0,137.0,70.0,464.0,Sarah Roemer,4000.0,39143839.0,Horror|Thriller,Sarah Michelle Gellar,The Grudge 2 ,38658,5746,Matthew Knight,0.0,curse|ghost|haunted house|high school|schoolgirl,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,284.0,English,USA,PG-13,20000000.0,2006.0,884.0,5.0,1.85,930,19143839.0,Positive
2199,Color,Barry Levinson,111.0,115.0,272.0,1000.0,Tina Fey,49000.0,37442180.0,Comedy|Drama|Romance|Thriller,Robin Williams,Man of the Year ,28005,52571,Amy Poehler,1.0,campaign|election|president|presidential election|satire,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,236.0,English,USA,PG-13,20000000.0,2006.0,2000.0,6.2,2.35,0,17442180.0,Positive
2204,Color,Alejandro G. Iñárritu,285.0,143.0,0.0,51.0,Harriet Walter,11000.0,34300771.0,Drama,Brad Pitt,Babel ,243799,11248,Dermot Crowley,3.0,american|destiny|mexican border|multiple perspectives|muslim,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,908.0,English,France,R,25000000.0,2006.0,119.0,7.5,1.85,0,9300771.0,Positive
2231,Color,William Brent Bell,112.0,75.0,19.0,806.0,Frankie Muniz,1000.0,23078294.0,Horror|Thriller,Adam Goldberg,Stay Alive ,25870,3590,Samaire Armstrong,0.0,countess|game reality crossover|ghost|group of friends|tower,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,281.0,English,USA,PG-13,9000000.0,2006.0,934.0,5.1,2.35,0,14078294.0,Positive
2234,Color,Renny Harlin,120.0,97.0,212.0,637.0,Kyle Schmid,960.0,23292105.0,Action|Fantasy|Horror|Thriller,Laura Ramsey,The Covenant ,39541,3261,Toby Hemingway,0.0,family secret|friendship between men|magic|supernatural power|teenager,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1,334.0,English,USA,PG-13,20000000.0,2006.0,917.0,5.3,2.35,3000,3292105.0,Positive
2251,Color,Todd Phillips,110.0,108.0,480.0,579.0,Sarah Silverman,970.0,17803796.0,Comedy,Jon Heder,School for Scoundrels ,26100,4374,Jacinda Barrett,1.0,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,97.0,English,USA,PG-13,20000000.0,2006.0,931.0,5.9,2.35,484,-2196204.0,Negative
2276,Color,Michael O. Sajbel,36.0,123.0,6.0,85.0,Tiffany Dupont,541.0,13391174.0,Biography|Drama|History,James Callis,One Night with the King ,5796,908,Nimrat Kaur,0.0,biblical|book of esther|esther|persia|treachery,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,177.0,English,USA,PG,20000000.0,2006.0,249.0,6.3,2.35,0,-6608826.0,Negative
2301,Color,Dave Borthwick,31.0,77.0,3.0,593.0,Kylie Minogue,787.0,7382993.0,Adventure|Animation|Comedy|Family|Fantasy,Jimmy Fallon,Doogal ,3851,2185,Jon Stewart,0.0,diamond|lava|magic|mountain|sorcerer,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,114.0,English,USA,G,20000000.0,2006.0,690.0,2.8,1.85,346,-12617007.0,Negative
2311,Color,Richard Linklater,232.0,100.0,0.0,407.0,Keanu Reeves,21000.0,5480996.0,Animation|Drama|Mystery|Sci-Fi|Thriller,Robert Downey Jr.,A Scanner Darkly ,89383,39507,Rory Cochrane,0.0,detective|drugs|substance d|undercover|undercover cop,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1,293.0,English,USA,R,8700000.0,2006.0,18000.0,7.1,1.85,0,-3219004.0,Negative
2354,Color,John Curran,143.0,125.0,43.0,7.0,Sally Hawkins,2000.0,8047690.0,Drama|Romance,Toby Jones,The Painted Veil ,77656,2608,Alan David,0.0,china|cholera|epidemic|love|marriage,http://www.imdb.com/title/tt0446755/?ref_=fn_tt_tt_1,220.0,Mandarin,China,PG-13,19400000.0,2006.0,594.0,7.5,2.35,0,-11352310.0,Negative
2394,Color,Larry Charles,343.0,82.0,119.0,6.0,Ken Davitian,332.0,128505958.0,Comedy,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,297014,505,Chester,1.0,california|city|kazakhstan|travel|tv reporter,http://www.imdb.com/title/tt0443453/?ref_=fn_tt_tt_1,1198.0,English,USA,R,18000000.0,2006.0,165.0,7.3,1.85,0,110505958.0,Positive
2416,Color,Paul Greengrass,279.0,111.0,521.0,64.0,David Alan Basche,97.0,31471430.0,Drama|History|Thriller,Christian Clemenson,United 93 ,83374,313,Susan Blommaert,0.0,flight|passenger|plane|september 11 2001|terrorist,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,828.0,English,USA,R,15000000.0,2006.0,68.0,7.6,2.35,0,16471430.0,Positive
2471,Color,Christian Volckman,112.0,105.0,2.0,69.0,Catherine McCormack,805.0,63260.0,Action|Animation|Sci-Fi|Thriller,Romola Garai,Renaissance ,14325,1185,Kevork Malikyan,0.0,future|kidnapping|missing file|paris france|year 2054,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,90.0,English,France,R,14000000.0,2006.0,306.0,6.7,2.35,0,-13936740.0,Negative
2491,Color,Jay Chandrasekhar,91.0,110.0,422.0,422.0,Owain Yeoman,33000.0,19179969.0,Comedy,Chris Moss,Beerfest ,54710,35345,Jay Chandrasekhar,2.0,beer|competition|germany|oktoberfest|prostitute,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,177.0,English,USA,R,17500000.0,2006.0,459.0,6.3,2.35,0,1679969.0,Positive
2496,Color,Joe Carnahan,186.0,109.0,248.0,968.0,Common,16000.0,35635046.0,Action|Crime|Drama|Thriller,Ryan Reynolds,Smokin' Aces ,121058,19410,Alex Rocco,0.0,casino|fbi|mafia|mob hit|sniper,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,482.0,English,UK,R,17000000.0,2006.0,988.0,6.7,2.35,3000,18635046.0,Positive
2502,Color,Alexandre Aja,265.0,108.0,192.0,580.0,Greg Nicotero,1000.0,41777564.0,Horror,Dan Byrd,The Hills Have Eyes ,129719,4500,Vinessa Shaw,0.0,desert|horror movie remake|murder of family|rape|slasher,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,855.0,English,USA,R,15000000.0,2006.0,1000.0,6.4,2.35,0,26777564.0,Positive
2511,Color,Trent Cooper,37.0,89.0,0.0,323.0,Larry the Cable Guy,690.0,15655665.0,Comedy|Romance,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,9104,2135,Megyn Price,2.0,diner|food poisoning|health inspector|restaurant|undercover,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,112.0,English,USA,PG-13,4000000.0,2006.0,400.0,3.1,1.33,110,11655665.0,Positive
2517,Color,Paul Weitz,153.0,107.0,80.0,841.0,Dennis Quaid,2000.0,7156725.0,Comedy|Music,Judy Greer,American Dreamz ,22639,5992,Chris Klein,6.0,chief of staff|contest|president|singing|terrorist,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,217.0,English,USA,PG-13,19000000.0,2006.0,2000.0,5.5,1.85,300,-11843275.0,Negative
2520,Color,Wayne Kramer,157.0,122.0,47.0,834.0,Chazz Palminteri,23000.0,6855137.0,Action|Crime|Drama|Thriller,Paul Walker,Running Scared ,88590,27381,Ivana Milicevic,2.0,adult child friendship|corrupt cop|fistfight|gangster|thug,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,419.0,English,Germany,R,17000000.0,2006.0,979.0,7.4,2.35,0,-10144863.0,Negative
2523,Color,Neil Burger,236.0,110.0,168.0,96.0,Eddie Marsan,3000.0,39825798.0,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist ,295375,4210,Jake Wood,3.0,duchess|illusionist|magician|prince|supernatural power,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,645.0,English,USA,PG-13,16000000.0,2006.0,979.0,7.6,1.85,15000,23825798.0,Positive
2527,Color,Richard Kelly,173.0,160.0,219.0,215.0,Curtis Armstrong,1000.0,273420.0,Comedy|Mystery|Sci-Fi|Thriller,Janeane Garofalo,Southland Tales ,32671,2340,Chris Andrew Ciulla,6.0,amnesia|boxer|conspiracy|police|porn star,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,238.0,English,France,R,17000000.0,2006.0,876.0,5.5,2.35,0,-16726580.0,Negative
2532,Color,Steven Shainberg,105.0,122.0,30.0,260.0,Ty Burrell,21000.0,220914.0,Biography|Drama|Romance,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus ,13239,25173,Matt Servitto,2.0,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,97.0,English,USA,R,16800000.0,2006.0,3000.0,6.5,1.85,0,-16579086.0,Negative
2533,Color,Neil Burger,236.0,110.0,168.0,96.0,Eddie Marsan,3000.0,39825798.0,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist ,295375,4210,Jake Wood,3.0,duchess|illusionist|magician|prince|supernatural power,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,645.0,English,USA,PG-13,16000000.0,2006.0,979.0,7.6,1.85,15000,23825798.0,Positive
2548,Color,Jonathan Liebesman,196.0,83.0,473.0,597.0,Jordana Brewster,20000.0,39511038.0,Horror,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,56269,26402,Lew Temple,0.0,cannibal|car accident|leatherface|psychopath|slaughterhouse,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,366.0,English,USA,R,16000000.0,2006.0,4000.0,5.9,1.85,0,23511038.0,Positive
2551,Color,Guillermo del Toro,406.0,112.0,0.0,250.0,Maribel Verdú,634.0,37623143.0,Drama|Fantasy|War,Ivana Baquero,Pan's Labyrinth ,467234,1322,Sergi López,0.0,fairy|fairy tale|faun|princess|spain,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1,1083.0,Spanish,Spain,R,13500000.0,2006.0,269.0,8.2,1.85,27000,24123143.0,Positive
2599,Color,James Gunn,251.0,95.0,571.0,102.0,Gregg Henry,499.0,7774730.0,Comedy|Horror|Sci-Fi,Dustin Milligan,Slither ,61912,1120,Tania Saulnier,0.0,alien|b movie|sex|slug|small town,http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,352.0,English,Canada,R,15500000.0,2006.0,298.0,6.5,1.85,0,-7725270.0,Negative
2622,Color,Stephen Frears,280.0,94.0,350.0,39.0,Sylvia Syms,326.0,56437947.0,Biography|Drama,Roger Allam,The Queen ,85333,486,Alex Jennings,0.0,monarchy|prime minister|princess diana|queen|speech,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,421.0,English,UK,PG-13,9800000.0,2006.0,48.0,7.3,1.85,0,46637947.0,Positive
2627,Color,Simon West,152.0,87.0,165.0,383.0,Tessa Thompson,1000.0,47860214.0,Horror|Thriller,Madeline Carroll,When a Stranger Calls ,34711,2452,Brian Geraghty,0.0,babysitting|cell phone|high school|nightmare|teenager,http://www.imdb.com/title/tt0455857/?ref_=fn_tt_tt_1,468.0,English,USA,PG-13,15000000.0,2006.0,431.0,5.0,2.35,0,32860214.0,Positive
2669,Color,Michael Mayer,46.0,95.0,15.0,461.0,Danny Pino,1000.0,20998709.0,Adventure|Drama|Family,Alison Lohman,Flicka ,6095,3845,Tim McGraw,0.0,father son relationship|horse|horse ranch|ranch|wild mustang,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,76.0,English,USA,PG,15000000.0,2006.0,786.0,6.2,2.35,1000,5998709.0,Positive
2673,Color,John Bonito,78.0,92.0,8.0,129.0,Firass Dirani,472.0,18843314.0,Action|Drama|Thriller,Kelly Carlson,The Marine ,27486,1045,Drew Powell,1.0,beating|marine|muscleman|tied up|tough guy,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,284.0,English,USA,PG-13,20000000.0,2006.0,239.0,4.7,1.85,0,-1156686.0,Negative
2688,Color,Bryan Barber,81.0,121.0,16.0,526.0,Faizon Love,907.0,12549485.0,Crime|Drama|Musical|Romance,Cicely Tyson,Idlewild ,4603,3633,Bobb'e J. Thompson,4.0,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,91.0,English,USA,R,15000000.0,2006.0,585.0,6.2,2.35,489,-2450515.0,Negative
2704, Black and White,Craig Brewer,197.0,116.0,153.0,539.0,Michael Raymond-James,3000.0,9396487.0,Drama|Music,Justin Timberlake,Black Snake Moan ,52421,5012,S. Epatha Merkerson,0.0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,200.0,English,USA,R,15000000.0,2006.0,788.0,7.0,2.35,0,-5603513.0,Negative
2711,Color,Wil Shriner,49.0,91.0,6.0,596.0,Neil Flynn,8000.0,8080116.0,Adventure|Comedy|Family,Logan Lerman,Hoot ,6562,10732,Tim Blake Nelson,0.0,fight|florida|montana|owl|school,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,66.0,English,USA,PG,15000000.0,2006.0,625.0,5.6,1.85,647,-6919884.0,Negative
2799,Color,Emilio Estevez,195.0,112.0,0.0,383.0,Nick Cannon,12000.0,11204499.0,Drama|History,Anthony Hopkins,Bobby ,38142,13528,Brian Geraghty,0.0,campaign|chess|friend|hotel|senator,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,270.0,English,USA,R,14000000.0,2006.0,593.0,7.0,2.35,0,-2795501.0,Negative
2803,Color,Todd Field,251.0,137.0,143.0,280.0,Noah Emmerich,14000.0,5459824.0,Drama|Romance,Kate Winslet,Little Children ,92781,15337,Jane Adams,0.0,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,320.0,English,USA,R,26000000.0,2006.0,617.0,7.6,2.35,5000,-20540176.0,Negative
2806,Color,Phillip Noyce,108.0,98.0,176.0,15.0,Terry Pheto,543.0,4291965.0,Biography|Drama|History,Derek Luke,Catch a Fire ,9334,678,Bonnie Henna,3.0,attack|coach|colonel|jail|oil refinery,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,59.0,English,France,PG-13,14000000.0,2006.0,113.0,6.7,2.35,447,-9708035.0,Negative
2863,Color,Clint Eastwood,251.0,141.0,16000.0,78.0,Kazunari Ninomiya,378.0,13753931.0,Drama|History|War,Yuki Matsuzaki,Letters from Iwo Jima ,132149,751,Shidô Nakamura,0.0,blood splatter|general|island|japan|world war two,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,316.0,Japanese,USA,R,19000000.0,2006.0,85.0,7.9,2.35,5000,-5246069.0,Negative
2864,Color,Michael Polish,113.0,104.0,35.0,844.0,Virginia Madsen,24000.0,10996440.0,Adventure|Drama|Sci-Fi,J.K. Simmons,The Astronaut Farmer ,19707,27806,Bruce Dern,0.0,bank|fbi|fuel|rocket|space travel,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,128.0,English,USA,PG,13000000.0,2006.0,912.0,6.3,2.35,862,-2003560.0,Negative
2876,Color,Olivier Assayas,165.0,120.0,107.0,280.0,Miranda Richardson,12000.0,4857376.0,Comedy|Drama|Romance,Steve Buscemi,"Paris, je t'aime ",63084,13208,Catalina Sandino Moreno,0.0,baby|divorce|oscar wilde|pigalle|tourist,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,123.0,French,France,R,13000000.0,2006.0,530.0,7.3,1.85,0,-8142624.0,Negative
2883,Color,Sidney Lumet,94.0,125.0,0.0,968.0,Vin Diesel,22000.0,1172769.0,Biography|Comedy|Crime|Drama,Peter Dinklage,Find Me Guilty ,28068,37606,Alex Rocco,2.0,court|drugs|judge|mafia|mobster,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,108.0,English,Germany,R,13000000.0,2006.0,14000.0,7.1,1.85,0,-11827231.0,Negative
2886,Color,Douglas McGrath,129.0,118.0,41.0,442.0,Isabella Rossellini,2000.0,1150403.0,Biography|Crime|Drama,Toby Jones,Infamous ,14143,3474,Hope Davis,4.0,blood|book|cold calculation|murder|writer,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,102.0,English,USA,R,13000000.0,2006.0,812.0,7.1,1.85,0,-11849597.0,Negative
2928,Color,Anne Fletcher,107.0,104.0,98.0,920.0,Alyson Stoner,17000.0,65269010.0,Crime|Drama|Music|Romance,Channing Tatum,Step Up ,90938,21380,Josh Henderson,0.0,dance|dancer|school|showcase|student,http://www.imdb.com/title/tt0462590/?ref_=fn_tt_tt_1,271.0,English,USA,PG-13,12000000.0,2006.0,2000.0,6.5,2.35,0,53269010.0,Positive
2944, Black and White,Martin Campbell,400.0,144.0,258.0,834.0,Tobias Menzies,6000.0,167007184.0,Action|Adventure|Thriller,Eva Green,Casino Royale ,470501,9125,Ivana Milicevic,1.0,casino|espionage|free running|james bond|terrorist,http://www.imdb.com/title/tt0381061/?ref_=fn_tt_tt_1,2301.0,English,UK,PG-13,150000000.0,2006.0,1000.0,8.0,2.35,0,17007184.0,Positive
2956,Color,Elizabeth Allen Rosenbaum,66.0,104.0,20.0,717.0,Joanna 'JoJo' Levesque,836.0,18595716.0,Comedy|Family|Fantasy|Romance,Tammin Sursok,Aquamarine ,30462,3963,Dichen Lachman,3.0,beach|love|mermaid|storm|swimming,http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1,150.0,English,USA,PG,12000000.0,2006.0,826.0,5.3,1.85,0,6595716.0,Positive
